Price,Close,High,Low,Open,Volume
Ticker,HMC.AX,HMC.AX,HMC.AX,HMC.AX,HMC.AX
Date,,,,,
2022-05-26,5.050774574279785,5.267505585377457,5.050774574279785,5.135582048655197,509900
2022-05-27,5.107313632965088,5.154428802123667,5.0601980144786705,5.069621317907089,294619
2022-05-30,5.324044227600098,5.324044227600098,5.163851677227141,5.267505759702784,328757
2022-05-31,5.276928424835205,5.3334668907162355,5.173274346056089,5.258082269541528,756224
2022-06-01,5.163851737976074,5.333467143663416,5.126159425601109,5.333467143663416,248409
2022-06-02,5.088467121124268,5.210967361196947,5.041351505918527,5.041351505918527,203399
2022-06-03,5.173274517059326,5.229813434137043,5.10731319601499,5.182697819681546,253132
2022-06-06,5.163851737976074,5.229813509296166,5.069620957038661,5.173274591405912,609910
2022-06-07,4.909428596496582,5.135582479577784,4.862312979524086,5.126159625779979,667082
2022-06-08,4.8905816078186035,5.097889298718988,4.881158306295621,5.097889298718988,321600
2022-06-09,4.664427757263184,4.871735917197603,4.664427757263184,4.805774148249781,425468
2022-06-10,4.51365852355957,4.5513508346655875,4.278081354483068,4.438273901347536,605573
2022-06-14,4.287504196166992,4.362888810277822,4.174426825673005,4.25923474121156,1248747
2022-06-15,4.004812240600586,4.353466374884781,3.9859660833238144,4.353466374884781,640365
2022-06-16,4.089620113372803,4.278081683392267,4.089620113372803,4.099042967209863,699611
2022-06-17,3.901158094406128,4.004812182590859,3.882311937402343,3.9576965654174834,2681416
2022-06-20,4.117888450622559,4.146157906165176,3.9105807575117884,3.9105807575117884,679955
2022-06-21,4.240389347076416,4.296927817784763,3.9859660042249443,4.174427573252767,671153
2022-06-22,4.004812240600586,4.212119970645076,4.004812240600586,4.165004802117063,407564
2022-06-23,4.108466148376465,4.146158461261108,4.033081522607178,4.11788900193372,311144
2022-06-24,4.438273906707764,4.447696759831753,4.117888812591889,4.136734968167659,484454
2022-06-27,4.579620361328125,4.6173126729993195,4.410004509479951,4.485389582150138,594326
2022-06-28,4.5230817794799805,4.636158711635034,4.457120011058973,4.607889253932377,402375
2022-06-29,4.353466510772705,4.485390065155767,4.306351340774052,4.381735972234175,670392
2022-06-30,4.249812602996826,4.410004710227603,4.249812602996826,4.353466240147125,670723
2022-07-01,4.372312068939209,4.466542845339837,4.3251969054027875,4.3251969054027875,445834
2022-07-04,4.494812488555908,4.664427893082013,4.428850717687411,4.53250480067282,333749
2022-07-05,4.494812488555908,4.54192810336595,4.419427864322084,4.504235791249038,432351
2022-07-06,4.504236221313477,4.532505233436384,4.37231266698042,4.391158824838308,529893
2022-07-07,4.541928291320801,4.617312918674204,4.494812674561013,4.617312918674204,1122896
2022-07-08,4.504236221313477,4.570197549152158,4.391158824838308,4.391158824838308,721785
2022-07-11,4.419427871704102,4.541928110952586,4.37231225681536,4.475966339973909,267523
